bird,song
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D10,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D11,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D12,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D13,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D2,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D3,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D4,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D5,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D6,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D8,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr D9,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr E2,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr E3,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr E4,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr E5,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr E6,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr E7,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr F,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr F10,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr F11,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr F5,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr F7,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr F9,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr G10,ggmr_070408.wav"
ggmr rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggmr rep and soundfiles/ggmr G12,ggmr_070408.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm A6,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm A7,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm A8,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm B13,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm B14,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm B5,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm B6,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm B9,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm C11,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm C12,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm C13,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm C14,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm C15,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm C17,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm C4,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm D11,ggrm_060425_0937.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm D12,ggrm_060425_0937.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm D5,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm D7,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm E11,ggrm_060425_0937.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm E4,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm E5,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm E6,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm E7,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm E9,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm F10,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm F3,ggrm_060425_0819.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm F5,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm F6,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm F7,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm F9,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm G,ggrm_060425_0841.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm G2,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm G5,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm G8,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm G9,ggrm_060425_0948.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm H,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm I10,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm I6,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm I7,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm I9,ggrm_060425_0846.wav"
ggrm rep and soundfiles,"/Users/erdemdemir/Desktop/animal-sound-classifier-on-cloud-GUI-Final-Commits/venv/bird-sounds/ggrm rep and soundfiles/ggrm J,ggrm_060425_0846.wav"
